GL,Br,Statutory_GL,Statutory_Type,Transaction_Type,Headers
4001,NULL,628-05,Expense,XRIN,NULL
4001,NULL,628-05,Expense,YEND,NULL
4001,NULL,704-05,Revenue,ICR,NULL
4001,NULL,704-05,Revenue,INV,NULL
4001,NULL,704-05,Revenue,XICR,NULL
4001,NULL,704-05,Revenue,XINV,NULL
4002,NULL,704-05,Revenue,CADJ,NULL
4002,NULL,704-05,Revenue,CLH,NULL
4002,NULL,704-05,Revenue,ICR,NULL
4002,NULL,704-05,Revenue,INV,NULL
4002,NULL,704-05,Revenue,IV,NULL
4002,NULL,704-05,Revenue,JOE,NULL
4002,NULL,704-05,Revenue,JOV,NULL
4002,NULL,704-05,Revenue,OUPA,NULL
4002,NULL,704-05,Revenue,RDCS,NULL
4002,NULL,704-05,Revenue,RRD,NULL
4002,NULL,704-05,Revenue,XICR,NULL
4002,NULL,704-05,Revenue,XINV,NULL
4002,NULL,704-05,Revenue,XOIP,NULL
4002,NULL,704-05,Revenue,XOIR,NULL
4002,NULL,704-05,Revenue,YEND,NULL
4003,NULL,604-01,Expense,RCR,NULL
4003,NULL,604-01,Expense,RIN,NULL
4003,NULL,604-01,Expense,XRCR,NULL
4003,NULL,604-01,Expense,XRIN,NULL
4003,NULL,704-01,Revenue,ICR,NULL
4003,NULL,704-01,Revenue,INV,NULL
4003,NULL,704-01,Revenue,XICR,NULL
4003,NULL,704-01,Revenue,XINV,NULL
4004,NULL,704-03,Revenue,ICR,NULL
4004,NULL,704-03,Revenue,INV,NULL
4004,NULL,704-03,Revenue,XICR,NULL
4004,NULL,704-03,Revenue,XINV,NULL
4005,NULL,704-02,Revenue,ICR,NULL
4005,NULL,704-02,Revenue,INV,NULL
4005,NULL,704-02,Revenue,XICR,NULL
4005,NULL,704-02,Revenue,XINV,NULL
4006,NULL,628-05,Expense,JOE,NULL
4006,NULL,628-05,Expense,RCR,NULL
4006,NULL,628-05,Expense,RIN,NULL
4006,NULL,628-05,Expense,RRD,NULL
4006,NULL,628-05,Expense,XRCR,NULL
4006,NULL,628-05,Expense,XRIN,NULL
4006,NULL,628-05,Expense,YEND,NULL
4006,NULL,704-05,Revenue,ICR,NULL
4006,NULL,704-05,Revenue,INV,NULL
4006,NULL,704-05,Revenue,XICR,NULL
4006,NULL,704-05,Revenue,XINV,NULL
4009,NULL,628-01,Expense,CADJ,NULL
4009,NULL,628-01,Expense,CLH,NULL
4009,NULL,628-01,Expense,IV,NULL
4009,NULL,628-01,Expense,JOE,NULL
4009,NULL,628-01,Expense,JOV,NULL
4009,NULL,628-01,Expense,OUPA,NULL
4009,NULL,628-01,Expense,RCR,NULL
4009,NULL,628-01,Expense,RDCS,NULL
4009,NULL,628-01,Expense,RIN,NULL
4009,NULL,628-01,Expense,RRD,NULL
4009,NULL,628-01,Expense,XOIP,NULL
4009,NULL,628-01,Expense,XOIR,NULL
4009,NULL,628-01,Expense,XRCR,NULL
4009,NULL,628-01,Expense,XRIN,NULL
4009,NULL,628-01,Expense,YEND,NULL
4009,NULL,704-01,Revenue,ICR,NULL
4009,NULL,704-01,Revenue,INV,NULL
4009,NULL,704-01,Revenue,XICR,NULL
4009,NULL,704-01,Revenue,XINV,NULL
4010,NULL,628-02,Expense,CADJ,NULL
4010,NULL,628-02,Expense,CLH,NULL
4010,NULL,628-02,Expense,IV,NULL
4010,NULL,628-02,Expense,JOV,NULL
4010,NULL,628-02,Expense,OUPA,NULL
4010,NULL,628-02,Expense,RCR,NULL
4010,NULL,628-02,Expense,RDCS,NULL
4010,NULL,628-02,Expense,RIN,NULL
4010,NULL,628-02,Expense,XOIP,NULL
4010,NULL,628-02,Expense,XOIR,NULL
4010,NULL,628-02,Expense,XRCR,NULL
4010,NULL,628-02,Expense,XRIN,NULL
4010,NULL,704-02,Revenue,ICR,NULL
4010,NULL,704-02,Revenue,INV,NULL
4010,NULL,704-02,Revenue,JOE,NULL
4010,NULL,704-02,Revenue,RRD,NULL
4010,NULL,704-02,Revenue,XICR,NULL
4010,NULL,704-02,Revenue,XINV,NULL
4010,NULL,704-02,Revenue,YEND,NULL
4015,NULL,704-15,Revenue,CADJ,NULL
4015,NULL,704-15,Revenue,CLH,NULL
4015,NULL,704-15,Revenue,ICR,NULL
4015,NULL,704-15,Revenue,INV,NULL
4015,NULL,704-15,Revenue,IV,NULL
4015,NULL,704-15,Revenue,JOV,NULL
4015,NULL,704-15,Revenue,OUPA,NULL
4015,NULL,704-15,Revenue,RDCS,NULL
4015,NULL,704-15,Revenue,XICR,NULL
4015,NULL,704-15,Revenue,XINV,NULL
4015,NULL,704-15,Revenue,XOIP,NULL
4015,NULL,704-15,Revenue,XOIR,NULL
4023,NULL,704-08,Revenue,CADJ,NULL
4023,NULL,704-08,Revenue,CLH,NULL
4023,NULL,704-08,Revenue,INV,NULL
4023,NULL,704-08,Revenue,IV,NULL
4023,NULL,704-08,Revenue,JOV,NULL
4023,NULL,704-08,Revenue,OUPA,NULL
4023,NULL,704-08,Revenue,RDCS,NULL
4023,NULL,704-08,Revenue,XINV,NULL
4023,NULL,704-08,Revenue,XOIP,NULL
4023,NULL,704-08,Revenue,XOIR,NULL
4024,NULL,704-08,Revenue,CADJ,NULL
4024,NULL,704-08,Revenue,CLH,NULL
4024,NULL,704-08,Revenue,INV,NULL
4024,NULL,704-08,Revenue,IV,NULL
4024,NULL,704-08,Revenue,JOV,NULL
4024,NULL,704-08,Revenue,OUPA,NULL
4024,NULL,704-08,Revenue,RDCS,NULL
4024,NULL,704-08,Revenue,XINV,NULL
4024,NULL,704-08,Revenue,XOIP,NULL
4024,NULL,704-08,Revenue,XOIR,NULL
4030,NULL,704-11,Revenue,ICR,NULL
4030,NULL,704-11,Revenue,INV,NULL
4030,NULL,704-11,Revenue,JOE,NULL
4030,NULL,704-11,Revenue,RCR,NULL
4030,NULL,704-11,Revenue,RIN,NULL
4030,NULL,704-11,Revenue,RRD,NULL
4030,NULL,704-11,Revenue,XICR,NULL
4030,NULL,704-11,Revenue,XINV,NULL
4030,NULL,704-11,Revenue,XRCR,NULL
4030,NULL,704-11,Revenue,XRIN,NULL
4030,NULL,704-11,Revenue,YEND,NULL
4035,NULL,704-50,Revenue,RCR,NULL
4035,NULL,704-50,Revenue,RIN,NULL
4035,NULL,704-50,Revenue,XRCR,NULL
4035,NULL,704-50,Revenue,XRIN,NULL
4040,NULL,704-05,Revenue,ICR,NULL
4040,NULL,704-05,Revenue,INV,NULL
4040,NULL,704-05,Revenue,XICR,NULL
4040,NULL,704-05,Revenue,XINV,NULL
4041,NULL,704-03,Revenue,ICR,NULL
4041,NULL,704-03,Revenue,INV,NULL
4041,NULL,704-03,Revenue,XICR,NULL
4041,NULL,704-03,Revenue,XINV,NULL
4055,NULL,704-03,Revenue,JOE,NULL
4055,NULL,704-03,Revenue,RCR,NULL
4055,NULL,704-03,Revenue,RIN,NULL
4055,NULL,704-03,Revenue,RRD,NULL
4055,NULL,704-03,Revenue,XRCR,NULL
4055,NULL,704-03,Revenue,XRIN,NULL
4055,NULL,704-03,Revenue,YEND,NULL
4061,NULL,667,Expense,RCR,NULL
4061,NULL,667,Expense,RIN,NULL
4061,NULL,667,Expense,XRCR,NULL
4061,NULL,667,Expense,XRIN,NULL
4062,NULL,667,Expense,RCR,NULL
4062,NULL,667,Expense,RIN,NULL
4062,NULL,667,Expense,XRCR,NULL
4062,NULL,667,Expense,XRIN,NULL
4063,NULL,667,Expense,RCR,NULL
4063,NULL,667,Expense,RIN,NULL
4063,NULL,667,Expense,XRCR,NULL
4063,NULL,667,Expense,XRIN,NULL
4064,NULL,667,Expense,RCR,NULL
4064,NULL,667,Expense,RIN,NULL
4064,NULL,667,Expense,XRCR,NULL
4064,NULL,667,Expense,XRIN,NULL
4083,NULL,704-03,Revenue,ICR,NULL
4083,NULL,704-03,Revenue,INV,NULL
4083,NULL,704-03,Revenue,XICR,NULL
4083,NULL,704-03,Revenue,XINV,NULL
4084,NULL,704-03,Revenue,ICR,NULL
4084,NULL,704-03,Revenue,INV,NULL
4084,NULL,704-03,Revenue,XICR,NULL
4084,NULL,704-03,Revenue,XINV,NULL
4086,NULL,628-03,Expense,CADJ,NULL
4086,NULL,628-03,Expense,CLH,NULL
4086,NULL,628-03,Expense,IV,NULL
4086,NULL,628-03,Expense,JOV,NULL
4086,NULL,628-03,Expense,OUPA,NULL
4086,NULL,628-03,Expense,RDCS,NULL
4086,NULL,628-03,Expense,XOIP,NULL
4086,NULL,628-03,Expense,XOIR,NULL
4086,NULL,704-03,Revenue,ICR,NULL
4086,NULL,704-03,Revenue,INV,NULL
4086,NULL,704-03,Revenue,XICR,NULL
4086,NULL,704-03,Revenue,XINV,NULL
4087,NULL,628-03,Expense,CADJ,NULL
4087,NULL,628-03,Expense,CLH,NULL
4087,NULL,628-03,Expense,IV,NULL
4087,NULL,628-03,Expense,JOV,NULL
4087,NULL,628-03,Expense,OUPA,NULL
4087,NULL,628-03,Expense,RDCS,NULL
4087,NULL,628-03,Expense,XOIP,NULL
4087,NULL,628-03,Expense,XOIR,NULL
4087,NULL,704-03,Revenue,ICR,NULL
4087,NULL,704-03,Revenue,INV,NULL
4087,NULL,704-03,Revenue,XICR,NULL
4087,NULL,704-03,Revenue,XINV,NULL
4088,NULL,628-03,Expense,CADJ,NULL
4088,NULL,628-03,Expense,CLH,NULL
4088,NULL,628-03,Expense,IV,NULL
4088,NULL,628-03,Expense,JOE,NULL
4088,NULL,628-03,Expense,JOV,NULL
4088,NULL,628-03,Expense,OUPA,NULL
4088,NULL,628-03,Expense,RCR,NULL
4088,NULL,628-03,Expense,RDCS,NULL
4088,NULL,628-03,Expense,RIN,NULL
4088,NULL,628-03,Expense,RRD,NULL
4088,NULL,628-03,Expense,XOIP,NULL
4088,NULL,628-03,Expense,XOIR,NULL
4088,NULL,628-03,Expense,XRCR,NULL
4088,NULL,628-03,Expense,XRIN,NULL
4088,NULL,628-03,Expense,YEND,NULL
4094,NULL,628-03,Expense,CADJ,NULL
4094,NULL,628-03,Expense,CLH,NULL
4094,NULL,628-03,Expense,IV,NULL
4094,NULL,628-03,Expense,JOV,NULL
4094,NULL,628-03,Expense,OUPA,NULL
4094,NULL,628-03,Expense,RCR,NULL
4094,NULL,628-03,Expense,RDCS,NULL
4094,NULL,628-03,Expense,RIN,NULL
4094,NULL,628-03,Expense,XOIP,NULL
4094,NULL,628-03,Expense,XOIR,NULL
4094,NULL,628-03,Expense,XRCR,NULL
4094,NULL,628-03,Expense,XRIN,NULL
4094,NULL,704-03,Revenue,ICR,NULL
4094,NULL,704-03,Revenue,INV,NULL
4094,NULL,704-03,Revenue,XICR,NULL
4094,NULL,704-03,Revenue,XINV,NULL
4095,NULL,628-03,Expense,CADJ,NULL
4095,NULL,628-03,Expense,CLH,NULL
4095,NULL,628-03,Expense,IV,NULL
4095,NULL,628-03,Expense,JOV,NULL
4095,NULL,628-03,Expense,OUPA,NULL
4095,NULL,628-03,Expense,RDCS,NULL
4095,NULL,628-03,Expense,XOIP,NULL
4095,NULL,628-03,Expense,XOIR,NULL
4095,NULL,704-03,Revenue,ICR,NULL
4095,NULL,704-03,Revenue,INV,NULL
4095,NULL,704-03,Revenue,XICR,NULL
4095,NULL,704-03,Revenue,XINV,NULL
4096,NULL,628-03,Expense,B2BT,NULL
4096,NULL,628-03,Expense,CADJ,NULL
4096,NULL,628-03,Expense,CLH,NULL
4096,NULL,628-03,Expense,DEP,NULL
4096,NULL,628-03,Expense,ES,NULL
4096,NULL,628-03,Expense,ICR,NULL
4096,NULL,628-03,Expense,INV,NULL
4096,NULL,628-03,Expense,IV,NULL
4096,NULL,628-03,Expense,JOE,NULL
4096,NULL,628-03,Expense,JOV,NULL
4096,NULL,628-03,Expense,OUPA,NULL
4096,NULL,628-03,Expense,PMT,NULL
4096,NULL,628-03,Expense,PRO,NULL
4096,NULL,628-03,Expense,RCR,NULL
4096,NULL,628-03,Expense,RDCS,NULL
4096,NULL,628-03,Expense,RIN,NULL
4096,NULL,628-03,Expense,RRD,NULL
4096,NULL,628-03,Expense,XICR,NULL
4096,NULL,628-03,Expense,XINV,NULL
4096,NULL,628-03,Expense,XOIP,NULL
4096,NULL,628-03,Expense,XOIR,NULL
4096,NULL,628-03,Expense,XPMT,NULL
4096,NULL,628-03,Expense,XRCR,NULL
4096,NULL,628-03,Expense,XRIN,NULL
4096,NULL,628-03,Expense,YEND,NULL
409810,NULL,921-03,Expense,JOE,NULL
409810,NULL,921-03,Expense,RRD,NULL
409810,NULL,921-03,Expense,YEND,NULL
409825,NULL,921-03,Expense,JOE,NULL
409825,NULL,921-03,Expense,RRD,NULL
409825,NULL,921-03,Expense,YEND,NULL
409830,NULL,921-03,Expense,JOE,NULL
409830,NULL,921-03,Expense,RRD,NULL
409830,NULL,921-03,Expense,YEND,NULL
4099,NULL,628-03,Expense,B2BT,NULL
4099,NULL,628-03,Expense,CADJ,NULL
4099,NULL,628-03,Expense,CLH,NULL
4099,NULL,628-03,Expense,DEP,NULL
4099,NULL,628-03,Expense,ES,NULL
4099,NULL,628-03,Expense,ICR,NULL
4099,NULL,628-03,Expense,INV,NULL
4099,NULL,628-03,Expense,IV,NULL
4099,NULL,628-03,Expense,JOE,NULL
4099,NULL,628-03,Expense,JOV,NULL
4099,NULL,628-03,Expense,OUPA,NULL
4099,NULL,628-03,Expense,PMT,NULL
4099,NULL,628-03,Expense,PRO,NULL
4099,NULL,628-03,Expense,RCR,NULL
4099,NULL,628-03,Expense,RDCS,NULL
4099,NULL,628-03,Expense,RIN,NULL
4099,NULL,628-03,Expense,RRD,NULL
4099,NULL,628-03,Expense,XICR,NULL
4099,NULL,628-03,Expense,XINV,NULL
4099,NULL,628-03,Expense,XOIP,NULL
4099,NULL,628-03,Expense,XOIR,NULL
4099,NULL,628-03,Expense,XPMT,NULL
4099,NULL,628-03,Expense,XRCR,NULL
4099,NULL,628-03,Expense,XRIN,NULL
4099,NULL,628-03,Expense,YEND,NULL
409910,NULL,704-70E,Revenue,JOE,NULL
409910,NULL,704-70E,Revenue,RRD,NULL
409910,NULL,704-70E,Revenue,YEND,NULL
409915,NULL,704-70E,Revenue,JOE,NULL
409915,NULL,704-70E,Revenue,RRD,NULL
409915,NULL,704-70E,Revenue,YEND,NULL
409920,NULL,704-70E,Revenue,JOE,NULL
409920,NULL,704-70E,Revenue,RRD,NULL
409920,NULL,704-70E,Revenue,YEND,NULL
409925,NULL,704-70E,Revenue,JOE,NULL
409925,NULL,704-70E,Revenue,RRD,NULL
409925,NULL,704-70E,Revenue,YEND,NULL
409930,NULL,704-70E,Revenue,JOE,NULL
409930,NULL,704-70E,Revenue,RRD,NULL
409930,NULL,704-70E,Revenue,YEND,NULL
409935,NULL,704-70E,Revenue,JOE,NULL
409935,NULL,704-70E,Revenue,RRD,NULL
409935,NULL,704-70E,Revenue,YEND,NULL
4100,NULL,628-01,Expense,CADJ,NULL
4100,NULL,628-01,Expense,CLH,NULL
4100,NULL,628-01,Expense,IV,NULL
4100,NULL,628-01,Expense,JOV,NULL
4100,NULL,628-01,Expense,OUPA,NULL
4100,NULL,628-01,Expense,RCR,NULL
4100,NULL,628-01,Expense,RDCS,NULL
4100,NULL,628-01,Expense,RIN,NULL
4100,NULL,628-01,Expense,XOIP,NULL
4100,NULL,628-01,Expense,XOIR,NULL
4100,NULL,628-01,Expense,XRCR,NULL
4100,NULL,628-01,Expense,XRIN,NULL
4100,NULL,704-01,Revenue,ICR,NULL
4100,NULL,704-01,Revenue,INV,NULL
4100,NULL,704-01,Revenue,XICR,NULL
4100,NULL,704-01,Revenue,XINV,NULL
4101,NULL,628-01,Expense,CADJ,NULL
4101,NULL,628-01,Expense,CLH,NULL
4101,NULL,628-01,Expense,IV,NULL
4101,NULL,628-01,Expense,JOE,NULL
4101,NULL,628-01,Expense,JOV,NULL
4101,NULL,628-01,Expense,OUPA,NULL
4101,NULL,628-01,Expense,RCR,NULL
4101,NULL,628-01,Expense,RDCS,NULL
4101,NULL,628-01,Expense,RIN,NULL
4101,NULL,628-01,Expense,RRD,NULL
4101,NULL,628-01,Expense,XOIP,NULL
4101,NULL,628-01,Expense,XOIR,NULL
4101,NULL,628-01,Expense,XRCR,NULL
4101,NULL,628-01,Expense,XRIN,NULL
4101,NULL,628-01,Expense,YEND,NULL
4101,NULL,704-01,Revenue,ICR,NULL
4101,NULL,704-01,Revenue,INV,NULL
4101,NULL,704-01,Revenue,XICR,NULL
4101,NULL,704-01,Revenue,XINV,NULL
4102,NULL,628-01,Expense,CADJ,NULL
4102,NULL,628-01,Expense,CLH,NULL
4102,NULL,628-01,Expense,IV,NULL
4102,NULL,628-01,Expense,JOV,NULL
4102,NULL,628-01,Expense,OUPA,NULL
4102,NULL,628-01,Expense,RCR,NULL
4102,NULL,628-01,Expense,RDCS,NULL
4102,NULL,628-01,Expense,RIN,NULL
4102,NULL,628-01,Expense,XOIP,NULL
4102,NULL,628-01,Expense,XOIR,NULL
4102,NULL,628-01,Expense,XRCR,NULL
4102,NULL,628-01,Expense,XRIN,NULL
4102,NULL,704-01,Revenue,ICR,NULL
4102,NULL,704-01,Revenue,INV,NULL
4102,NULL,704-01,Revenue,XICR,NULL
4102,NULL,704-01,Revenue,XINV,NULL
4103,NULL,628-01,Expense,CADJ,NULL
4103,NULL,628-01,Expense,CLH,NULL
4103,NULL,628-01,Expense,IV,NULL
4103,NULL,628-01,Expense,JOE,NULL
4103,NULL,628-01,Expense,JOV,NULL
4103,NULL,628-01,Expense,OUPA,NULL
4103,NULL,628-01,Expense,RCR,NULL
4103,NULL,628-01,Expense,RDCS,NULL
4103,NULL,628-01,Expense,RIN,NULL
4103,NULL,628-01,Expense,RRD,NULL
4103,NULL,628-01,Expense,XOIP,NULL
4103,NULL,628-01,Expense,XOIR,NULL
4103,NULL,628-01,Expense,XRCR,NULL
4103,NULL,628-01,Expense,XRIN,NULL
4103,NULL,628-01,Expense,YEND,NULL
4103,NULL,704-01,Revenue,ICR,NULL
4103,NULL,704-01,Revenue,INV,NULL
4103,NULL,704-01,Revenue,XICR,NULL
4103,NULL,704-01,Revenue,XINV,NULL
4104,NULL,628-01,Expense,CADJ,NULL
4104,NULL,628-01,Expense,CLH,NULL
4104,NULL,628-01,Expense,IV,NULL
4104,NULL,628-01,Expense,JOE,NULL
4104,NULL,628-01,Expense,JOV,NULL
4104,NULL,628-01,Expense,OUPA,NULL
4104,NULL,628-01,Expense,RCR,NULL
4104,NULL,628-01,Expense,RDCS,NULL
4104,NULL,628-01,Expense,RIN,NULL
4104,NULL,628-01,Expense,RRD,NULL
4104,NULL,628-01,Expense,XOIP,NULL
4104,NULL,628-01,Expense,XOIR,NULL
4104,NULL,628-01,Expense,XRCR,NULL
4104,NULL,628-01,Expense,XRIN,NULL
4104,NULL,628-01,Expense,YEND,NULL
4104,NULL,704-01,Revenue,ICR,NULL
4104,NULL,704-01,Revenue,INV,NULL
4104,NULL,704-01,Revenue,XICR,NULL
4104,NULL,704-01,Revenue,XINV,NULL
4105,NULL,628-01,Expense,CADJ,NULL
4105,NULL,628-01,Expense,CLH,NULL
4105,NULL,628-01,Expense,IV,NULL
4105,NULL,628-01,Expense,JOV,NULL
4105,NULL,628-01,Expense,OUPA,NULL
4105,NULL,628-01,Expense,RCR,NULL
4105,NULL,628-01,Expense,RDCS,NULL
4105,NULL,628-01,Expense,RIN,NULL
4105,NULL,628-01,Expense,XOIP,NULL
4105,NULL,628-01,Expense,XOIR,NULL
4105,NULL,628-01,Expense,XRCR,NULL
4105,NULL,628-01,Expense,XRIN,NULL
4105,NULL,704-01,Revenue,ICR,NULL
4105,NULL,704-01,Revenue,INV,NULL
4105,NULL,704-01,Revenue,XICR,NULL
4105,NULL,704-01,Revenue,XINV,NULL
4106,NULL,628-01,Expense,RCR,NULL
4106,NULL,628-01,Expense,RIN,NULL
4106,NULL,628-01,Expense,XRCR,NULL
4106,NULL,628-01,Expense,XRIN,NULL
4106,NULL,704-01,Revenue,ICR,NULL
4106,NULL,704-01,Revenue,INV,NULL
4106,NULL,704-01,Revenue,XICR,NULL
4106,NULL,704-01,Revenue,XINV,NULL
4107,NULL,628-01,Expense,RCR,NULL
4107,NULL,628-01,Expense,RIN,NULL
4107,NULL,628-01,Expense,XRCR,NULL
4107,NULL,628-01,Expense,XRIN,NULL
4107,NULL,704-01,Revenue,ICR,NULL
4107,NULL,704-01,Revenue,INV,NULL
4107,NULL,704-01,Revenue,XICR,NULL
4107,NULL,704-01,Revenue,XINV,NULL
4108,NULL,628-01,Expense,CADJ,NULL
4108,NULL,628-01,Expense,CLH,NULL
4108,NULL,628-01,Expense,IV,NULL
4108,NULL,628-01,Expense,JOV,NULL
4108,NULL,628-01,Expense,OUPA,NULL
4108,NULL,628-01,Expense,RCR,NULL
4108,NULL,628-01,Expense,RDCS,NULL
4108,NULL,628-01,Expense,RIN,NULL
4108,NULL,628-01,Expense,XOIP,NULL
4108,NULL,628-01,Expense,XOIR,NULL
4108,NULL,628-01,Expense,XRCR,NULL
4108,NULL,628-01,Expense,XRIN,NULL
4108,NULL,704-01,Revenue,ICR,NULL
4108,NULL,704-01,Revenue,INV,NULL
4108,NULL,704-01,Revenue,XICR,NULL
4108,NULL,704-01,Revenue,XINV,NULL
4109,NULL,628-01,Expense,CADJ,NULL
4109,NULL,628-01,Expense,CLH,NULL
4109,NULL,628-01,Expense,IV,NULL
4109,NULL,628-01,Expense,JOV,NULL
4109,NULL,628-01,Expense,OUPA,NULL
4109,NULL,628-01,Expense,RCR,NULL
4109,NULL,628-01,Expense,RDCS,NULL
4109,NULL,628-01,Expense,RIN,NULL
4109,NULL,628-01,Expense,XOIP,NULL
4109,NULL,628-01,Expense,XOIR,NULL
4109,NULL,628-01,Expense,XRCR,NULL
4109,NULL,628-01,Expense,XRIN,NULL
4109,NULL,704-01,Revenue,ICR,NULL
4109,NULL,704-01,Revenue,INV,NULL
4109,NULL,704-01,Revenue,XICR,NULL
4109,NULL,704-01,Revenue,XINV,NULL
4120,NULL,628-02,Expense,CADJ,NULL
4120,NULL,628-02,Expense,CLH,NULL
4120,NULL,628-02,Expense,IV,NULL
4120,NULL,628-02,Expense,JOE,NULL
4120,NULL,628-02,Expense,JOV,NULL
4120,NULL,628-02,Expense,OUPA,NULL
4120,NULL,628-02,Expense,RCR,NULL
4120,NULL,628-02,Expense,RDCS,NULL
4120,NULL,628-02,Expense,RIN,NULL
4120,NULL,628-02,Expense,RRD,NULL
4120,NULL,628-02,Expense,XOIP,NULL
4120,NULL,628-02,Expense,XOIR,NULL
4120,NULL,628-02,Expense,XRCR,NULL
4120,NULL,628-02,Expense,XRIN,NULL
4120,NULL,628-02,Expense,YEND,NULL
4120,NULL,704-02,Revenue,ICR,NULL
4120,NULL,704-02,Revenue,INV,NULL
4120,NULL,704-02,Revenue,XICR,NULL
4120,NULL,704-02,Revenue,XINV,NULL
4121,NULL,628-02,Expense,CADJ,NULL
4121,NULL,628-02,Expense,CLH,NULL
4121,NULL,628-02,Expense,IV,NULL
4121,NULL,628-02,Expense,JOV,NULL
4121,NULL,628-02,Expense,OUPA,NULL
4121,NULL,628-02,Expense,RCR,NULL
4121,NULL,628-02,Expense,RDCS,NULL
4121,NULL,628-02,Expense,RIN,NULL
4121,NULL,628-02,Expense,XOIP,NULL
4121,NULL,628-02,Expense,XOIR,NULL
4121,NULL,628-02,Expense,XRCR,NULL
4121,NULL,628-02,Expense,XRIN,NULL
4121,NULL,704-02,Revenue,ICR,NULL
4121,NULL,704-02,Revenue,INV,NULL
4121,NULL,704-02,Revenue,JOE,NULL
4121,NULL,704-02,Revenue,RRD,NULL
4121,NULL,704-02,Revenue,XICR,NULL
4121,NULL,704-02,Revenue,XINV,NULL
4121,NULL,704-02,Revenue,YEND,NULL
4122,NULL,628-02,Expense,CADJ,NULL
4122,NULL,628-02,Expense,CLH,NULL
4122,NULL,628-02,Expense,IV,NULL
4122,NULL,628-02,Expense,JOV,NULL
4122,NULL,628-02,Expense,OUPA,NULL
4122,NULL,628-02,Expense,RCR,NULL
4122,NULL,628-02,Expense,RDCS,NULL
4122,NULL,628-02,Expense,RIN,NULL
4122,NULL,628-02,Expense,XOIP,NULL
4122,NULL,628-02,Expense,XOIR,NULL
4122,NULL,628-02,Expense,XRCR,NULL
4122,NULL,628-02,Expense,XRIN,NULL
4122,NULL,704-02,Revenue,ICR,NULL
4122,NULL,704-02,Revenue,INV,NULL
4122,NULL,704-02,Revenue,XICR,NULL
4122,NULL,704-02,Revenue,XINV,NULL
4123,NULL,628-02,Expense,CADJ,NULL
4123,NULL,628-02,Expense,CLH,NULL
4123,NULL,628-02,Expense,IV,NULL
4123,NULL,628-02,Expense,JOV,NULL
4123,NULL,628-02,Expense,OUPA,NULL
4123,NULL,628-02,Expense,RCR,NULL
4123,NULL,628-02,Expense,RDCS,NULL
4123,NULL,628-02,Expense,RIN,NULL
4123,NULL,628-02,Expense,XOIP,NULL
4123,NULL,628-02,Expense,XOIR,NULL
4123,NULL,628-02,Expense,XRCR,NULL
4123,NULL,628-02,Expense,XRIN,NULL
4123,NULL,704-02,Revenue,ICR,NULL
4123,NULL,704-02,Revenue,INV,NULL
4123,NULL,704-02,Revenue,XICR,NULL
4123,NULL,704-02,Revenue,XINV,NULL
4125,NULL,628-02,Expense,CADJ,NULL
4125,NULL,628-02,Expense,CLH,NULL
4125,NULL,628-02,Expense,IV,NULL
4125,NULL,628-02,Expense,JOV,NULL
4125,NULL,628-02,Expense,OUPA,NULL
4125,NULL,628-02,Expense,RCR,NULL
4125,NULL,628-02,Expense,RDCS,NULL
4125,NULL,628-02,Expense,RIN,NULL
4125,NULL,628-02,Expense,XOIP,NULL
4125,NULL,628-02,Expense,XOIR,NULL
4125,NULL,628-02,Expense,XRCR,NULL
4125,NULL,628-02,Expense,XRIN,NULL
4125,NULL,704-02,Revenue,ICR,NULL
4125,NULL,704-02,Revenue,INV,NULL
4125,NULL,704-02,Revenue,XICR,NULL
4125,NULL,704-02,Revenue,XINV,NULL
4126,NULL,628-02,Expense,CADJ,NULL
4126,NULL,628-02,Expense,CLH,NULL
4126,NULL,628-02,Expense,IV,NULL
4126,NULL,628-02,Expense,JOV,NULL
4126,NULL,628-02,Expense,OUPA,NULL
4126,NULL,628-02,Expense,RCR,NULL
4126,NULL,628-02,Expense,RDCS,NULL
4126,NULL,628-02,Expense,RIN,NULL
4126,NULL,628-02,Expense,XOIP,NULL
4126,NULL,628-02,Expense,XOIR,NULL
4126,NULL,628-02,Expense,XRCR,NULL
4126,NULL,628-02,Expense,XRIN,NULL
4126,NULL,704-02,Revenue,ICR,NULL
4126,NULL,704-02,Revenue,INV,NULL
4126,NULL,704-02,Revenue,XICR,NULL
4126,NULL,704-02,Revenue,XINV,NULL
4127,NULL,628-02,Expense,CADJ,NULL
4127,NULL,628-02,Expense,CLH,NULL
4127,NULL,628-02,Expense,IV,NULL
4127,NULL,628-02,Expense,JOV,NULL
4127,NULL,628-02,Expense,OUPA,NULL
4127,NULL,628-02,Expense,RCR,NULL
4127,NULL,628-02,Expense,RDCS,NULL
4127,NULL,628-02,Expense,RIN,NULL
4127,NULL,628-02,Expense,XOIP,NULL
4127,NULL,628-02,Expense,XOIR,NULL
4127,NULL,628-02,Expense,XRCR,NULL
4127,NULL,628-02,Expense,XRIN,NULL
4127,NULL,704-02,Revenue,ICR,NULL
4127,NULL,704-02,Revenue,INV,NULL
4127,NULL,704-02,Revenue,XICR,NULL
4127,NULL,704-02,Revenue,XINV,NULL
4128,NULL,628-02,Expense,CADJ,NULL
4128,NULL,628-02,Expense,CLH,NULL
4128,NULL,628-02,Expense,IV,NULL
4128,NULL,628-02,Expense,JOV,NULL
4128,NULL,628-02,Expense,OUPA,NULL
